"bog","plantX","plantY"
"QHS",9841,8017
"QHS",10028,4936
"QHS",10144,3861
"QHS",10188,9932
"QHS",10194,2103
"QHS",10204,3082
"QHS",10275,752
"QHW",740,5415
"QHW",858,563
"QHW",903,4899
"QHW",956,9977
"QHW",958,3804
"QHW",971,2591
"QHW",1061,1885
"QHW",1212,9339
"QHW",1254,5534
"QHW",1356,8102
"QHW",1468,7906
"QHW",1533,6827
"QHW",1724,3910
"QHW",1767,627
"QHW",1895,2323
"QHW",2031,8853
"QHW",2115,3035
"QHW",2118,4908
"QHW",2127,10079
"QHW",2805,8201
"QHW",2940,7243
"QHW",2971,863
"QHW",3000,9000
"QHW",3050,5235
"QHW",3066,1876
"QHW",3159,3085
"QHW",3197,9846
"QHW",3202,3620
"QHW",3256,5886
"QHW",3898,3064
"QHW",3936,3898
"QHW",4006,1840
"QHW",4026,5054
"QHW",4029,9972
"QHW",4037,8016
"QHW",4045,8889
"QHW",4067,5940
"QHW",4099,933
"QHW",4127,6973
"QHW",4554,1937
"QHW",4830,8717
"QHW",4852,1189
"QHW",4921,9659
"QHW",4997,4900
"QHW",5035,6019
"QHW",5085,3181
"QHW",5207,4174
"QHW",5230,8122
"QHW",5381,6576
"QHW",5877,8170
"QHW",5910,9000
"QHW",5920,2060
"QHW",5976,4138
"QHW",6023,671
"QHW",6034,9989
"QHW",6120,5792
"QHW",6210,3153
"QHW",6289,5020
"QHW",6567,6940
"QHW",6780,4008
"QHW",6892,6019
"QHW",6969,1984
"QHW",6995,6981
"QHW",7028,2988
"QHW",7031,10147
"QHW",7168,8751
"QHW",7189,1020
"QHW",7407,2760
"QHW",7471,5135
"QHW",7497,8299
"QHW",7788,8132
"QHW",7904,6885
"QHW",7951,4050
"QHW",8026,5946
"QHW",8058,4726
"QHW",8071,9916
"QHW",8213,9057
"QHW",8327,1046
"QHW",8394,1763
"QHW",8779,8828
"QHW",8910,10144
"QHW",8920,3320
"QHW",8991,4250
"QHW",9056,4777
"QHW",9111,431
"QHW",9123,7662
"QHW",9173,7050
"QHW",9397,6211
"QHW",9406,1784
"QHW",9680,5410
"QHW",9703,2958
"QHW",9977,8781
"QHW",10041,6898
"QHW",10053,4162
"QHW",10116,8404
"QHW",10126,5969
"QHW",10174,1807
"QHW",10259,10027
"QP",-11,-392
"QP",413,10529
"QP",803,9184
"QP",1671,2506
"QP",1842,10153
"QP",2000,9000
"QP",2333,1825
"QP",2379,8522
"QP",2431,5076
"QP",3000,2000
"QP",3090,1223
"QP",3247,3990
"QP",3261,5127
"QP",3380,8978
"QP",3619,5780
"QP",4022,1419
"QP",4031,8218
"QP",4052,7097
"QP",4084,1876
"QP",4163,5473
"QP",4234,3218
"QP",4729,6252
"QP",4811,10548
"QP",4820,5108
"QP",5000,1000
"QP",5075,2196
"QP",5509,4095
"QP",5572,4143
"QP",5587,7938
"QP",5712,9860
"QP",5831,4776
"QP",5890,9247
"QP",6000,3040
"QP",6287,1827
"QP",6335,1385
"QP",6591,10094
"QP",6615,6537
"QP",6802,4969
"QP",6940,8340
"QP",7035,9506
"QP",7073,3090
"QP",7202,4268
"QP",7245,5802
"QP",7358,1159
"QP",7482,5596
"QP",7525,6898
"QP",7525,6898
"QP",7567,8740
"QP",7762,2894
"QP",7900,2261
"QP",7920,10508
"QP",7962,941
"QP",8099,8212
"QP",8164,6123
"QP",8433,4339
"QP",8513,2932
"QP",8712,10217
"QP",8750,1655
"QP",8780,1327
"QP",8867,7049
"QP",9198,9031
"QP",9417,8127
"QP",9692,8658
"QP",9877,3897
"QP",9956,4583
"QP",9956,4583
"QP",10437,10109
"RPM",436,7795
"RPM",869,2236
"RPM",927,5304
"RPM",1030,4421
"RPM",1075,9207
"RPM",1098,9849
"RPM",1117,6924
"RPM",1149,3013
"RPM",1193,948
"RPM",1297,3880
"RPM",1685,2825
"RPM",1706,10191
"RPM",2007,5920
"RPM",2012,5350
"RPM",2028,8822
"RPM",2047,1795
"RPM",2057,8041
"RPM",2161,7192
"RPM",2264,4056
"RPM",2336,947
"RPM",2408,1315
"RPM",2587,8850
"RPM",2805,6561
"RPM",2815,5075
"RPM",2978,9903
"RPM",3028,2681
"RPM",3066,5976
"RPM",3188,2386
"RPM",3359,4090
"RPM",3383,7853
"RPM",3675,5099
"RPM",3733,10136
"RPM",3782,2824
"RPM",3963,2047
"RPM",3970,5752
"RPM",3971,8127
"RPM",4007,8810
"RPM",4072,6904
"RPM",4100,1000
"RPM",4163,3902
"RPM",4360,653
"RPM",4604,7712
"RPM",4657,4206
"RPM",4728,6127
"RPM",4799,9334
"RPM",4817,9919
"RPM",4859,1905
"RPM",5025,5117
"RPM",5037,6471
"RPM",5216,2792
"RPM",5328,6328
"RPM",5624,6706
"RPM",5678,3863
"RPM",5775,1241
"RPM",5892,10180
"RPM",6029,8762
"RPM",6089,3095
"RPM",6195,5554
"RPM",6208,1971
"RPM",6325,5099
"RPM",6368,3569
"RPM",6544,9114
"RPM",6597,2242
"RPM",6662,8228
"RPM",6822,5336
"RPM",6960,9955
"RPM",7075,7859
"RPM",7101,4965
"RPM",7265,4593
"RPM",7278,1029
"RPM",7356,1815
"RPM",7720,1108
"RPM",7775,7267
"RPM",8000,10660
"RPM",8066,9075
"RPM",8079,8645
"RPM",8355,6795
"RPM",8660,1012
"RPM",8917,3257
"RPM",9951,11389
"RPM",10078,1290
"RPM",11290,4977
"SBB",610,2443
"SBB",902,7849
"SBB",931,9344
"SBB",968,8071
"SBB",1005,1900
"SBB",1017,6680
"SBB",1196,1314
"SBB",1638,8077
"SBB",1775,5342
"SBB",1900,7261
"SBB",2060,2036
"SBB",2066,6093
"SBB",2111,2554
"SBB",2161,1055
"SBB",2199,8350
"SBB",2543,7148
"SBB",2748,6360
"SBB",2871,2483
"SBB",3008,3530
"SBB",3042,8478
"SBB",3246,2846
"SBB",3247,1039
"SBB",3468,3094
"SBB",3534,4502
"SBB",3713,5410
"SBB",3981,8890
"SBB",4150,4260
"SBB",4192,4263
"SBB",4252,8545
"SBB",4875,2683
"SBB",4933,2356
"SBB",5165,7714
"SBB",5184,10154
"SBB",5247,6869
"SBB",5330,9000
"SBB",5910,9266
"SBB",5992,1540
"SBB",6076,8726
"SBB",6687,297
"SBB",7008,9430
"SBB",7151,2466
"SBB",7759,10268
"SBB",8213,4872
"SBB",8610,9964
"SBB",8735,2383
"SBB",9494,11391
"SBB",9685,5146
"SBB",10174,3883
"SBB",10324,3790
"SDW",-237,2914
"SDW",-134,5119
"SDW",-111,10900
"SDW",-109,3844
"SDW",1214,1528
"SDW",1259,7973
"SDW",1708,9723
"SDW",1778,9716
"SDW",1936,6607
"SDW",1970,1894
"SDW",2374,9867
"SDW",2416,8604
"SDW",2494,8263
"SDW",2543,952
"SDW",2590,1000
"SDW",2928,5880
"SDW",2944,4777
"SDW",3356,1898
"SDW",3466,9116
"SDW",3481,4790
"SDW",4307,5957
"SDW",4889,9858
"SDW",5129,5178
"SDW",5131,3719
"SDW",5443,8922
"SDW",5620,5978
"SDW",5830,9477
"SDW",5910,8144
"SDW",6156,4368
"SDW",6199,8574
"SDW",6697,9825
"SDW",6915,7136
"SDW",7086,7765
"SDW",7095,9165
"SDW",7147,6085
"SDW",7563,6891
"SDW",7852,4317
"SDW",8730,4615
"SDW",9036,3875
"SDW",9409,3368
"SDW",9628,665
"SDW",9882,6609
"SDW",10087,4266
"SDW",10090,7276
"SLB",482,8624
"SLB",640,4175
"SLB",727,10264
"SLB",853,2085
"SLB",881,5074
"SLB",947,787
"SLB",981,2892
"SLB",1064,7102
"SLB",1123,5662
"SLB",1380,9978
"SLB",1624,3137
"SLB",1965,4072
"SLB",1994,5670
"SLB",2043,4754
"SLB",2056,2058
"SLB",2195,1338
"SLB",2265,9459
"SLB",2271,7170
"SLB",2291,8244
"SLB",2435,7509
"SLB",2556,2373
"SLB",2724,8951
"SLB",2868,2730
"SLB",2915,5702
"SLB",2978,4021
"SLB",2991,4982
"SLB",3394,7931
"SLB",3567,10060
"SLB",3869,2675
"SLB",3897,7718
"SLB",4000,1750
"SLB",4000,1900
"SLB",4079,9076
"SLB",4089,7244
"SLB",4243,6118
"SLB",4299,4749
"SLB",4307,3793
"SLB",4853,1202
"SLB",4878,5274
"SLB",4906,10895
"SLB",4919,2941
"SLB",4958,1703
"SLB",5000,4000
"SLB",5000,6830
"SLB",5022,7923
"SLB",5094,6090
"SLB",5228,8898
"SLB",5662,8805
"SLB",5782,8031
"SLB",5908,3746
"SLB",6089,4867
"SLB",6105,2784
"SLB",6170,894
"SLB",6207,2307
"SLB",6502,6710
"SLB",6576,4775
"SLB",6780,6284
"SLB",6789,2061
"SLB",7002,3950
"SLB",7008,3120
"SLB",7009,5997
"SLB",7063,7065
"SLB",7411,10087
"SLB",7693,1400
"SLB",7781,2929
"SLB",8037,7176
"SLB",8197,1882
"SLB",8221,6315
"SLB",8338,4805
"SLB",8441,8345
"SLB",8778,8611
"SLB",8805,1614
"SLB",8838,10079
"SLB",8875,1239
"SLB",8959,9134
"SLB",9128,1977
"SLB",9312,7820
"SLB",9673,2174
"SLB",9802,2204
"SLB",10000,10390
"SLB",10070,8879
"SLB",10130,8005
"SMP",-242,447
"SMP",-212,9300
"SMP",276,8263
"SMP",517,3085
"SMP",785,2802
"SMP",894,4762
"SMP",1276,4090
"SMP",1502,5819
"SMP",1691,2836
"SMP",1692,1658
"SMP",1710,-164
"SMP",1939,3789
"SMP",2294,4830
"SMP",2370,4978
"SMP",2485,4072
"SMP",2515,6428
"SMP",2530,3647
"SMP",2593,12067
"SMP",3038,1642
"SMP",3383,1321
"SMP",4000,5000
"SMP",4061,655
"SMP",4338,2964
"SMP",4473,7319
"SMP",4611,9597
"SMP",4653,6845
"SMP",4677,555
"SMP",4928,3314
"SMP",5119,1983
"SMP",5138,1652
"SMP",5850,3704
"SMP",6129,3906
"SMP",6861,3015
"SMP",6948,2130
"SMP",7348,4765
"SMP",7522,3648
"SMP",7606,4113
"SMP",7659,4531
"SMP",7677,931
"SMP",7728,2512
"SMP",8452,-123
"SMP",9403,148
"SMP",9515,8928
"SMP",9856,6959
"SMP",9932,7032
"SMP",10021,11200
"SMP",11736,9121
"SMP",11826,2476
"SMW",772,9253
"SMW",787,4834
"SMW",822,6871
"SMW",906,1532
"SMW",1011,2840
"SMW",1043,6408
"SMW",1094,8378
"SMW",1126,4283
"SMW",1270,1628
"SMW",1448,9431
"SMW",1691,3022
"SMW",1947,3892
"SMW",1974,2188
"SMW",2014,4921
"SMW",2040,7006
"SMW",2084,5876
"SMW",2154,1112
"SMW",2364,9672
"SMW",2698,5552
"SMW",2732,791
"SMW",2832,2540
"SMW",2894,4146
"SMW",2937,10252
"SMW",3014,2129
"SMW",3067,4901
"SMW",3397,10090
"SMW",3675,4437
"SMW",3830,9877
"SMW",4169,3938
"SMW",4176,1929
"SMW",4274,1185
"SMW",4449,3031
"SMW",4943,5192
"SMW",4956,3846
"SMW",5054,3254
"SMW",5087,8411
"SMW",5138,5116
"SMW",5511,8330
"SMW",5631,2974
"SMW",5663,5166
"SMW",6090,4855
"SMW",6099,2014
"SMW",6280,1485
"SMW",7109,6301
"SMW",7219,740
"SMW",7235,3086
"SMW",7319,5028
"SMW",7587,3850
"SMW",7951,6184
"SMW",8080,5000
"SMW",8092,746
"SMW",8216,2921
"SMW",8240,1584
"SMW",8572,10330
"SMW",8831,1141
"SMW",8969,1915
"SMW",8974,3969
"SMW",9000,3340
"SMW",9090,4844
"SMW",9257,10306
"SMW",9343,5058
"SMW",9704,9352
"SMW",9803,9965
"SMW",9944,979
"SMW",10000,8000
"SMW",10192,2839
"SMW",10195,6401
"SMW",10235,4086
"SMW",10244,5709
"SMW",10560,2150
"SNA",821,6145
"SNA",844,2368
"SNA",846,3857
"SNA",847,4871
"SNA",895,1058
"SNA",904,3128
"SNA",915,6915
"SNA",938,9050
"SNA",1140,7998
"SNA",1231,9861
"SNA",1796,4873
"SNA",1881,8926
"SNA",1900,6991
"SNA",1950,2593
"SNA",1999,7990
"SNA",2023,1892
"SNA",2107,9881
"SNA",2139,1056
"SNA",2140,4207
"SNA",2409,5971
"SNA",2783,8038
"SNA",2875,9964
"SNA",2938,6050
"SNA",2961,7010
"SNA",2964,8940
"SNA",3058,1987
"SNA",3087,866
"SNA",3099,3984
"SNA",3108,2896
"SNA",3109,4883
"SNA",3603,4660
"SNA",3872,980
"SNA",3901,5048
"SNA",3920,5885
"SNA",3973,9936
"SNA",3984,7963
"SNA",4002,9140
"SNA",4103,7039
"SNA",4109,2088
"SNA",4137,3027
"SNA",4675,5901
"SNA",4805,4482
"SNA",4926,6969
"SNA",4954,9066
"SNA",4971,2116
"SNA",4974,969
"SNA",4988,7830
"SNA",4991,2961
"SNA",5009,10260
"SNA",5743,6083
"SNA",5870,1011
"SNA",5870,4948
"SNA",5892,10073
"SNA",5901,4012
"SNA",6010,3059
"SNA",6046,9869
"SNA",6109,1883
"SNA",6493,8185
"SNA",6707,7137
"SNA",6886,6669
"SNA",6925,9699
"SNA",6932,4016
"SNA",6944,4736
"SNA",6997,2900
"SNA",7067,9636
"SNA",7079,2042
"SNA",7167,1032
"SNA",7199,6448
"SNA",7769,8671
"SNA",7800,3997
"SNA",7820,2009
"SNA",8052,940
"SNA",8118,8838
"SNA",8121,5088
"SNA",8146,2894
"SNA",8335,10218
"SNA",8850,1839
"SNA",8861,4769
"SNA",8897,4038
"SNA",8923,9979
"SNA",9030,2960
"SNA",9065,975
"SNA",9120,8990
"SNA",9171,5362
"SNA",9570,3992
"SNA",9699,8629
"SNA",9777,887
"SNA",9907,9036
"SNA",9915,3029
"SNA",9925,1699
"SNA",9933,10044
"SNA",10262,5383
"SNA",10334,5065
"SNA",10523,7686
"SNA",11087,6626
"STM",925,6153
"STM",1177,6514
"STM",1302,2552
"STM",1487,1888
"STM",1605,1807
"STM",2061,8211
"STM",2250,567
"STM",2848,2989
"STM",2894,6830
"STM",2901,3727
"STM",3033,4813
"STM",3098,6017
"STM",3299,2309
"STM",3512,2728
"STM",3579,4646
"STM",4000,2480
"STM",4064,4028
"STM",4169,6318
"STM",4185,2764
"STM",4428,7037
"STM",4678,471
"STM",4892,9333
"STM",4940,2000
"STM",4960,3069
"STM",5086,1083
"STM",5110,3992
"STM",5246,7453
"STM",5610,2873
"STM",5820,1013
"STM",6020,4440
"STM",6060,4148
"STM",6323,1555
"STM",6519,4907
"STM",6524,8942
"STM",6649,8738
"STM",6762,786
"STM",6796,2127
"STM",6854,3329
"STM",6946,4254
"STM",7887,2212
"STM",8044,8226
"STM",8630,5229
"STM",8802,6031
"STM",9011,5320
"STM",9389,966
"STM",9564,939
"STM",9650,1440
"STM",10042,3703
"STM",10166,5762
"STM",10178,6664
"STM",10479,5738
"STM",11613,9432
"SWR",475,8563
"SWR",1249,3713
"SWR",1319,10224
"SWR",1468,1270
"SWR",1496,6388
"SWR",1539,6972
"SWR",1556,2471
"SWR",1590,2495
"SWR",1763,1394
"SWR",1883,7973
"SWR",2000,9000
"SWR",2000,10000
"SWR",2042,2398
"SWR",2113,8340
"SWR",2296,5622
"SWR",2392,7200
"SWR",2583,5456
"SWR",2640,3742
"SWR",2698,9552
"SWR",2752,1557
"SWR",2752,1813
"SWR",3080,2496
"SWR",3197,6882
"SWR",3213,5166
"SWR",3297,8732
"SWR",3362,3808
"SWR",3608,6053
"SWR",3873,3249
"SWR",3905,7398
"SWR",4000,7000
"SWR",4020,9440
"SWR",4053,3915
"SWR",4120,8992
"SWR",4299,2309
"SWR",4419,5029
"SWR",4465,6065
"SWR",4531,1788
"SWR",4699,3399
"SWR",4793,8693
"SWR",4812,9741
"SWR",4875,4143
"SWR",5015,4932
"SWR",5158,8138
"SWR",5221,6245
"SWR",5292,1698
"SWR",5402,7223
"SWR",5528,738
"SWR",5726,7058
"SWR",5864,7645
"SWR",5969,5069
"SWR",5978,4249
"SWR",6000,6000
"SWR",6197,2072
"SWR",6510,9859
"SWR",6710,3346
"SWR",6775,2268
"SWR",6790,7996
"SWR",6872,1555
"SWR",6891,5168
"SWR",7000,6000
"SWR",7029,2722
"SWR",7045,7256
"SWR",7058,4105
"SWR",7078,8506
"SWR",7654,9223
"SWR",7751,6924
"SWR",7784,5484
"SWR",7954,6143
"SWR",7977,7892
"SWR",8000,9000
"SWR",8362,3685
"SWR",8406,2274
"SWR",8576,2929
"SWR",8621,5541
"SWR",8791,1410
"SWR",8992,9570
"SWR",9076,7433
"SWR",9084,4032
"SWR",9147,1774
"SWR",9222,7716
"SWR",9285,2855
"SWR",9407,5950
"SWR",9480,3300
"SWR",9620,3987
"SWR",9754,5846
"SWR",9907,1076
"SWR",10000,7000
"SWR",10050,1765
"SWR",10107,9450
"SWR",10263,5164
"SWR",10325,8563
"TAH",833,7970
"TAH",878,2026
"TAH",971,6915
"TAH",1000,1000
"TAH",1046,5024
"TAH",1167,2970
"TAH",1292,8870
"TAH",1339,1587
"TAH",1457,3135
"TAH",1502,8288
"TAH",1701,1217
"TAH",2020,3978
"TAH",2234,7299
"TAH",2321,7169
"TAH",2502,6364
"TAH",2569,5790
"TAH",2912,9672
"TAH",3000,4000
"TAH",3043,2867
"TAH",3127,8610
"TAH",3510,761
"TAH",3518,5110
"TAH",3899,4971
"TAH",4096,10683
"TAH",4100,5955
"TAH",4120,4269
"TAH",4230,2992
"TAH",4423,2582
"TAH",4480,9101
"TAH",4501,8202
"TAH",4779,3094
"TAH",5111,1679
"TAH",5268,10503
"TAH",5628,730
"TAH",5715,3295
"TAH",5891,9985
"TAH",6138,7519
"TAH",6271,3896
"TAH",6520,992
"TAH",6799,9939
"TAH",6904,4802
"TAH",7482,9390
"TAH",7895,9751
"TAH",8331,5320
"TAH",8409,9462
"TAH",8443,941
"TAH",9110,10477
"TAH",9203,4457
"TAH",9381,2081
"TAH",9873,2027
"TAH",9977,10329
"TAH",10009,2910
"TAH",11028,9065
"TSB",788,4368
"TSB",890,5023
"TSB",967,5928
"TSB",990,6907
"TSB",1016,1869
"TSB",1057,9021
"TSB",1079,1142
"TSB",1082,10085
"TSB",1261,8075
"TSB",1286,2929
"TSB",1524,6058
"TSB",1687,1978
"TSB",1898,7975
"TSB",1958,2996
"TSB",2026,10103
"TSB",2035,7060
"TSB",2063,5016
"TSB",2123,1127
"TSB",2197,3781
"TSB",2470,1926
"TSB",2597,9331
"TSB",2792,9040
"TSB",2850,3679
"TSB",2965,6504
"TSB",3022,3418
"TSB",3130,7023
"TSB",3141,10564
"TSB",3278,990
"TSB",3491,7728
"TSB",3560,5000
"TSB",3842,6317
"TSB",3882,9560
"TSB",3931,4389
"TSB",3991,7289
"TSB",4120,8650
"TSB",4178,4965
"TSB",4185,5880
"TSB",4298,3053
"TSB",4326,8239
"TSB",4330,1988
"TSB",4458,894
"TSB",4615,1778
"TSB",4812,2699
"TSB",4850,1322
"TSB",5000,4010
"TSB",5101,4918
"TSB",5527,3873
"TSB",6061,1655
"TSB",6093,3068
"TSB",6165,9862
"TSB",6481,2210
"TSB",6814,-54
"TSB",6961,4723
"TSB",7274,3058
"TSB",7862,2283
"TSB",8701,6026
"TSB",9075,10136
"TSB",9361,5234
"TSB",9900,4968
"TSB",9966,4243
"TSB",10184,1737
"TSB",10321,5643
"TSB",10475,6788
"WAD",-299,6045
"WAD",117,3780
"WAD",1134,-273
"WAD",2000,2310
"WAD",2000,10000
"WAD",2417,7104
"WAD",2656,9551
"WAD",2827,9743
"WAD",3786,4917
"WAD",4022,4913
"WAD",4455,1944
"WAD",4464,2687
"WAD",4540,3479
"WAD",4631,1820
"WAD",4640,3302
"WAD",4974,10188
"WAD",5000,4390
"WAD",5000,4430
"WAD",5130,9109
"WAD",5409,3104
"WAD",5764,2648
"WAD",5968,3541
"WAD",6865,7471
"WAD",7113,7690
"WAD",7441,1235
"WAD",7639,1883
"WAD",8272,6932
"WAD",8683,3955
"WAD",9125,9217
"WAD",9300,8520
"WAD",9315,11186
"WAD",9339,2265
"WAD",9404,11109
"WAD",9614,2858
"WAD",9958,2297
"WAD",10263,1096
"WAD",10317,5045
"WMF",289,4887
"WMF",585,2066
"WMF",653,8477
"WMF",699,7542
"WMF",715,3584
"WMF",1102,1581
"WMF",1148,8880
"WMF",1285,6145
"WMF",1521,3901
"WMF",1521,3901
"WMF",1597,6403
"WMF",1703,6185
"WMF",1754,2043
"WMF",1922,773
"WMF",2191,8942
"WMF",2269,9120
"WMF",2650,8011
"WMF",2698,5552
"WMF",2761,5017
"WMF",2813,8536
"WMF",2844,9266
"WMF",2951,1937
"WMF",3088,8180
"WMF",3136,7418
"WMF",3197,4072
"WMF",3227,7164
"WMF",3441,1607
"WMF",3548,2733
"WMF",3705,2761
"WMF",3908,8118
"WMF",3961,6368
"WMF",3968,1459
"WMF",3970,4833
"WMF",4221,9585
"WMF",4229,9340
"WMF",4420,1748
"WMF",4651,10024
"WMF",4652,6627
"WMF",4669,6846
"WMF",4800,2150
"WMF",4922,3982
"WMF",4943,9547
"WMF",4974,4701
"WMF",5028,2210
"WMF",5047,6514
"WMF",5097,974
"WMF",5132,6258
"WMF",5730,5433
"WMF",5740,3169
"WMF",5909,1317
"WMF",5945,1808
"WMF",6594,3442
"WMF",6778,1186
"WMF",6780,10469
"WMF",6859,6510
"WMF",6888,8872
"WMF",7212,2315
"WMF",7366,3133
"WMF",7579,2911
"WMF",7920,10000
"WMF",7941,9335
"WMF",8228,2074
"WMF",8490,10729
"WMF",8602,9099
"WMF",8655,1139
"WMF",8727,8420
"WMF",8891,989
"WMF",9126,1797
"WMF",9155,5732
"WMF",9160,6360
"WMF",9161,1808
"WMF",9832,1109
"WMF",10013,4770
"WMF",10110,5010
"WMF",10545,1931
"WMF",10560,7891
